class_id,disease,best_accuracy,worst_accuracy,accuracy_gap,gap_percentage_points
48,class_48,0.6774193548387096,0.17391304347826086,0.5035063113604488,50.350631136044875
51,class_51,0.7142857142857143,0.21739130434782608,0.49689440993788825,49.68944099378882
92,class_92,0.75,0.3125,0.4375,43.75
98,class_98,0.6896551724137931,0.3333333333333333,0.35632183908045983,35.63218390804598
86,class_86,0.5384615384615384,0.4423076923076923,0.09615384615384615,9.615384615384615
