Model,Dataset,Evaluation,Samples,Accuracy,Balanced Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,WGA,Accuracy Gap,Macro-F1 Gap,R3 Detected,R3 Severity
Baseline,DDI,14-class harmonized,210,0.09047619047619047,0.0792589166563483,0.22248899559823926,0.0792589166563483,0.10238957129351219,0.13023875868703455,0.058823529411764705,0.062055591467356175,0.044444444444444425,True,Moderate
