skin_tone_group,true_class_id,true_disease,predicted_class_id,predicted_disease,error_count
Medium,8,class_8,56,class_56,1
Medium,8,class_8,76,class_76,1
Medium,8,class_8,77,class_77,1
Medium,8,class_8,89,class_89,1
Medium,8,class_8,97,class_97,1
Medium,9,class_9,8,class_8,1
Medium,11,class_11,29,class_29,1
Medium,11,class_11,103,class_103,1
Medium,12,class_12,34,class_34,1
Medium,13,class_13,48,class_48,1
Medium,13,class_13,58,class_58,1
Medium,13,class_13,74,class_74,1
Medium,13,class_13,85,class_85,1
Medium,14,class_14,43,class_43,1
Medium,15,class_15,2,class_2,1
Medium,15,class_15,17,class_17,1
Medium,15,class_15,36,class_36,1
Medium,15,class_15,44,class_44,1
Medium,15,class_15,76,class_76,1
Medium,15,class_15,80,class_80,1
Medium,15,class_15,86,class_86,1
Medium,15,class_15,104,class_104,1
Medium,16,class_16,28,class_28,1
Medium,16,class_16,32,class_32,1
Medium,16,class_16,78,class_78,1
Medium,17,class_17,51,class_51,1
Medium,19,class_19,2,class_2,1
Medium,19,class_19,23,class_23,1
Medium,19,class_19,36,class_36,1
Medium,19,class_19,44,class_44,1
Medium,19,class_19,86,class_86,1
Medium,19,class_19,95,class_95,1
Medium,20,class_20,12,class_12,1
Medium,20,class_20,37,class_37,1
Medium,20,class_20,51,class_51,1
Medium,21,class_21,5,class_5,1
Medium,21,class_21,8,class_8,1
Medium,22,class_22,29,class_29,1
Medium,22,class_22,32,class_32,1
Medium,22,class_22,47,class_47,1
Medium,22,class_22,63,class_63,1
Medium,22,class_22,105,class_105,1
Medium,22,class_22,109,class_109,1
Medium,23,class_23,43,class_43,1
Medium,24,class_24,109,class_109,1
Medium,25,class_25,23,class_23,1
Medium,25,class_25,80,class_80,1
Medium,25,class_25,88,class_88,1
Medium,26,class_26,53,class_53,1
Medium,26,class_26,60,class_60,1
Medium,28,class_28,14,class_14,1
Medium,28,class_28,32,class_32,1
Medium,28,class_28,44,class_44,1
Medium,28,class_28,75,class_75,1
Medium,28,class_28,76,class_76,1
Medium,28,class_28,80,class_80,1
Medium,28,class_28,86,class_86,1
Medium,29,class_29,6,class_6,1
Medium,29,class_29,75,class_75,1
Medium,30,class_30,99,class_99,1
Medium,31,class_31,17,class_17,1
Medium,31,class_31,19,class_19,1
Medium,31,class_31,29,class_29,1
Medium,31,class_31,53,class_53,1
Medium,31,class_31,109,class_109,1
Medium,32,class_32,22,class_22,1
Medium,32,class_32,58,class_58,1
Medium,32,class_32,63,class_63,1
Medium,32,class_32,73,class_73,1
Medium,33,class_33,40,class_40,1
Medium,33,class_33,86,class_86,1
Medium,34,class_34,19,class_19,1
Medium,34,class_34,27,class_27,1
Medium,34,class_34,39,class_39,1
Medium,34,class_34,75,class_75,1
Medium,34,class_34,85,class_85,1
Medium,35,class_35,64,class_64,1
Medium,36,class_36,8,class_8,1
Medium,36,class_36,68,class_68,1
Medium,37,class_37,31,class_31,1
Medium,37,class_37,41,class_41,1
Medium,38,class_38,31,class_31,1
Medium,38,class_38,51,class_51,1
Medium,39,class_39,47,class_47,1
Medium,39,class_39,80,class_80,1
Medium,39,class_39,81,class_81,1
Medium,40,class_40,13,class_13,1
Medium,40,class_40,21,class_21,1
Medium,40,class_40,64,class_64,1
Medium,41,class_41,32,class_32,1
Medium,41,class_41,53,class_53,1
Medium,42,class_42,98,class_98,1
Medium,43,class_43,32,class_32,1
Medium,43,class_43,101,class_101,1
Medium,44,class_44,32,class_32,1
Medium,44,class_44,75,class_75,1
Medium,44,class_44,79,class_79,1
Medium,44,class_44,92,class_92,1
Medium,45,class_45,92,class_92,1
Medium,46,class_46,75,class_75,1
Medium,46,class_46,103,class_103,1
Medium,47,class_47,0,class_0,1
Medium,47,class_47,22,class_22,1
Medium,47,class_47,93,class_93,1
Medium,48,class_48,7,class_7,1
Medium,48,class_48,47,class_47,1
Medium,48,class_48,75,class_75,1
Medium,48,class_48,83,class_83,1
Medium,48,class_48,84,class_84,1
Medium,48,class_48,94,class_94,1
Medium,48,class_48,96,class_96,1
Medium,48,class_48,98,class_98,1
Medium,49,class_49,5,class_5,1
Medium,49,class_49,28,class_28,1
Medium,49,class_49,53,class_53,1
Medium,50,class_50,85,class_85,1
Medium,51,class_51,1,class_1,1
Medium,51,class_51,7,class_7,1
Medium,51,class_51,19,class_19,1
Medium,51,class_51,32,class_32,1
Medium,51,class_51,48,class_48,1
Medium,51,class_51,91,class_91,1
Medium,51,class_51,109,class_109,1
Medium,51,class_51,111,class_111,1
Medium,52,class_52,51,class_51,1
Medium,52,class_52,76,class_76,1
Medium,53,class_53,79,class_79,1
Medium,53,class_53,107,class_107,1
Medium,54,class_54,19,class_19,1
Medium,54,class_54,32,class_32,1
Medium,54,class_54,92,class_92,1
Medium,55,class_55,8,class_8,1
Medium,55,class_55,103,class_103,1
Medium,56,class_56,42,class_42,1
Medium,56,class_56,55,class_55,1
Medium,56,class_56,98,class_98,1
Medium,56,class_56,103,class_103,1
Medium,56,class_56,107,class_107,1
Medium,57,class_57,79,class_79,1
Medium,57,class_57,109,class_109,1
Medium,58,class_58,17,class_17,1
Medium,58,class_58,60,class_60,1
Medium,59,class_59,22,class_22,1
Medium,59,class_59,86,class_86,1
Medium,60,class_60,15,class_15,1
Medium,60,class_60,26,class_26,1
Medium,60,class_60,39,class_39,1
Medium,61,class_61,53,class_53,1
Medium,62,class_62,1,class_1,1
Medium,62,class_62,91,class_91,1
Medium,62,class_62,103,class_103,1
Medium,63,class_63,26,class_26,1
Medium,63,class_63,32,class_32,1
Medium,63,class_63,42,class_42,1
Medium,64,class_64,24,class_24,1
Medium,64,class_64,53,class_53,1
Medium,64,class_64,68,class_68,1
Medium,64,class_64,75,class_75,1
Medium,65,class_65,23,class_23,1
Medium,65,class_65,34,class_34,1
Medium,65,class_65,68,class_68,1
Medium,66,class_66,42,class_42,1
Medium,66,class_66,60,class_60,1
Medium,66,class_66,68,class_68,1
Medium,66,class_66,91,class_91,1
Medium,66,class_66,98,class_98,1
Medium,67,class_67,5,class_5,1
Medium,67,class_67,34,class_34,1
Medium,67,class_67,38,class_38,1
Medium,67,class_67,64,class_64,1
Medium,67,class_67,90,class_90,1
Medium,68,class_68,2,class_2,1
Medium,68,class_68,13,class_13,1
Medium,68,class_68,51,class_51,1
Medium,68,class_68,81,class_81,1
Medium,68,class_68,91,class_91,1
Medium,69,class_69,103,class_103,1
Medium,70,class_70,7,class_7,1
Medium,71,class_71,0,class_0,1
Medium,71,class_71,40,class_40,1
Medium,74,class_74,6,class_6,1
Medium,74,class_74,33,class_33,1
Medium,75,class_75,6,class_6,1
Medium,75,class_75,23,class_23,1
Medium,75,class_75,29,class_29,1
Medium,75,class_75,90,class_90,1
Medium,75,class_75,95,class_95,1
Medium,75,class_75,100,class_100,1
Medium,76,class_76,90,class_90,1
Medium,76,class_76,98,class_98,1
Medium,77,class_77,41,class_41,1
Medium,78,class_78,38,class_38,1
Medium,79,class_79,66,class_66,1
Medium,79,class_79,75,class_75,1
Medium,79,class_79,92,class_92,1
Medium,79,class_79,109,class_109,1
Medium,79,class_79,110,class_110,1
Medium,80,class_80,8,class_8,1
Medium,80,class_80,75,class_75,1
Medium,81,class_81,8,class_8,1
Medium,81,class_81,85,class_85,1
Medium,82,class_82,32,class_32,1
Medium,82,class_82,78,class_78,1
Medium,83,class_83,5,class_5,1
Medium,83,class_83,15,class_15,1
Medium,83,class_83,19,class_19,1
Medium,83,class_83,86,class_86,1
Medium,83,class_83,113,class_113,1
Medium,84,class_84,68,class_68,1
Medium,84,class_84,109,class_109,1
Medium,85,class_85,37,class_37,1
Medium,86,class_86,17,class_17,1
Medium,86,class_86,24,class_24,1
Medium,86,class_86,28,class_28,1
Medium,86,class_86,39,class_39,1
Medium,86,class_86,40,class_40,1
Medium,86,class_86,48,class_48,1
Medium,86,class_86,63,class_63,1
Medium,86,class_86,68,class_68,1
Medium,87,class_87,6,class_6,1
Medium,87,class_87,100,class_100,1
Medium,88,class_88,6,class_6,1
Medium,88,class_88,106,class_106,1
Medium,89,class_89,6,class_6,1
Medium,90,class_90,74,class_74,1
Medium,90,class_90,89,class_89,1
Medium,90,class_90,95,class_95,1
Medium,91,class_91,6,class_6,1
Medium,91,class_91,7,class_7,1
Medium,91,class_91,63,class_63,1
Medium,91,class_91,95,class_95,1
Medium,91,class_91,100,class_100,1
Medium,91,class_91,104,class_104,1
Medium,91,class_91,107,class_107,1
Medium,92,class_92,1,class_1,1
Medium,92,class_92,64,class_64,1
Medium,92,class_92,78,class_78,1
Medium,92,class_92,85,class_85,1
Medium,92,class_92,101,class_101,1
Medium,93,class_93,6,class_6,1
Medium,93,class_93,40,class_40,1
Medium,93,class_93,41,class_41,1
Medium,93,class_93,56,class_56,1
Medium,93,class_93,60,class_60,1
Medium,93,class_93,77,class_77,1
Medium,93,class_93,86,class_86,1
Medium,93,class_93,110,class_110,1
Medium,94,class_94,19,class_19,1
Medium,94,class_94,53,class_53,1
Medium,94,class_94,109,class_109,1
Medium,95,class_95,32,class_32,1
Medium,95,class_95,51,class_51,1
Medium,96,class_96,40,class_40,1
Medium,96,class_96,103,class_103,1
Medium,97,class_97,99,class_99,1
Medium,97,class_97,107,class_107,1
Medium,98,class_98,13,class_13,1
Medium,98,class_98,33,class_33,1
Medium,98,class_98,60,class_60,1
Medium,98,class_98,81,class_81,1
Medium,98,class_98,86,class_86,1
Medium,98,class_98,92,class_92,1
Medium,98,class_98,108,class_108,1
Medium,99,class_99,31,class_31,1
Medium,99,class_99,60,class_60,1
Medium,100,class_100,37,class_37,1
Medium,100,class_100,83,class_83,1
Medium,100,class_100,86,class_86,1
Medium,101,class_101,75,class_75,1
Medium,101,class_101,109,class_109,1
Medium,102,class_102,1,class_1,1
Medium,102,class_102,41,class_41,1
Medium,102,class_102,82,class_82,1
Medium,103,class_103,55,class_55,1
Medium,103,class_103,56,class_56,1
Medium,104,class_104,0,class_0,1
Medium,104,class_104,20,class_20,1
Medium,104,class_104,107,class_107,1
Medium,105,class_105,2,class_2,1
Medium,105,class_105,17,class_17,1
Medium,105,class_105,48,class_48,1
Medium,105,class_105,60,class_60,1
Medium,105,class_105,73,class_73,1
Medium,106,class_106,51,class_51,1
Medium,107,class_107,32,class_32,1
Medium,107,class_107,37,class_37,1
Medium,107,class_107,50,class_50,1
Medium,107,class_107,86,class_86,1
Medium,107,class_107,92,class_92,1
Medium,109,class_109,92,class_92,1
Medium,109,class_109,93,class_93,1
Medium,109,class_109,110,class_110,1
Medium,110,class_110,40,class_40,1
Medium,110,class_110,109,class_109,1
Medium,111,class_111,31,class_31,1
Medium,111,class_111,43,class_43,1
Medium,111,class_111,48,class_48,1
Medium,111,class_111,83,class_83,1
Medium,112,class_112,6,class_6,1
Medium,112,class_112,17,class_17,1
Medium,112,class_112,34,class_34,1
Medium,112,class_112,76,class_76,1
Medium,113,class_113,15,class_15,1
Medium,113,class_113,48,class_48,1
